feeder_id,state,date,units_injected_kwh,units_billed_kwh,loss_percentage,transformer_age_years,temperature_celsius,load_factor,smart_meter_installed,voltage_fluctuation,outage_hours_monthly
FEEDER_053,Maharashtra,2024-01-07,1716.32,1142.1,33.46,4,36.5,0.95,False,0.88,19.9
FEEDER_053,Uttar Pradesh,2024-01-08,2600.38,2326.15,10.55,29,40.5,0.57,False,4.21,15.6
FEEDER_053,Maharashtra,2024-01-09,4890.51,4585.55,6.24,15,22.8,0.44,True,1.05,6.3
FEEDER_053,West Bengal,2024-01-10,2756.14,2388.59,13.34,4,24.1,0.76,False,7.0,6.4
FEEDER_053,Tamil Nadu,2024-01-11,1297.06,1005.8,22.46,7,15.3,0.71,True,9.88,11.7
FEEDER_053,Rajasthan,2024-01-12,2605.94,2391.27,8.24,15,25.8,0.63,True,9.72,10.6
FEEDER_053,West Bengal,2024-01-13,1357.1,1051.27,22.54,24,23.9,0.78,True,4.53,7.9
FEEDER_053,Gujarat,2024-01-14,2915.54,2451.3,15.92,6,38.6,0.68,True,7.3,17.6
FEEDER_053,Rajasthan,2024-01-15,3505.01,2621.77,25.2,2,42.5,0.8,False,4.79,9.8
FEEDER_053,West Bengal,2024-01-16,548.32,368.87,32.73,22,17.5,0.78,True,7.68,18.2
FEEDER_053,Bihar,2024-01-17,4270.48,3385.7,20.72,20,28.1,0.54,True,7.3,13.1
FEEDER_053,Rajasthan,2024-01-18,2700.09,2188.41,18.95,28,21.4,0.76,True,4.53,7.7
FEEDER_053,Maharashtra,2024-01-19,2836.46,2264.43,20.17,14,16.3,0.5,True,2.82,14.8
FEEDER_053,Gujarat,2024-01-20,4354.55,3547.24,18.54,9,44.8,0.76,True,7.25,1.1
FEEDER_053,West Bengal,2024-01-21,4999.31,3547.43,29.04,3,19.9,0.55,False,4.9,12.4
FEEDER_053,Tamil Nadu,2024-01-22,3484.66,2725.08,21.8,28,44.3,0.56,False,2.13,7.9
FEEDER_053,Tamil Nadu,2024-01-23,2194.93,1730.34,21.17,6,41.1,0.78,True,1.58,2.2
FEEDER_053,Gujarat,2024-01-24,2155.11,1601.23,25.7,29,23.5,0.72,True,1.51,8.6
FEEDER_053,Maharashtra,2024-01-25,1430.07,1276.98,10.7,17,21.9,0.51,False,1.77,13.5
FEEDER_053,Maharashtra,2024-01-26,2422.76,1945.69,19.69,24,30.2,0.49,False,2.71,11.9
FEEDER_053,Maharashtra,2024-01-27,1909.74,1643.75,13.93,7,43.1,0.66,True,4.77,15.3
FEEDER_053,Uttar Pradesh,2024-01-28,854.46,691.12,19.12,28,31.9,0.51,True,6.07,16.2
FEEDER_053,Tamil Nadu,2024-01-29,2948.27,2750.98,6.69,11,42.3,0.8,True,1.62,3.6
FEEDER_053,Rajasthan,2024-01-30,1323.63,1231.71,6.95,28,27.7,0.7,False,2.38,13.1
FEEDER_054,Maharashtra,2024-01-01,3938.14,2830.41,28.13,19,38.3,0.92,True,6.16,2.8
FEEDER_054,Tamil Nadu,2024-01-02,872.29,826.45,5.26,5,31.4,0.73,True,1.33,16.4
FEEDER_054,Maharashtra,2024-01-03,4036.63,2662.59,34.04,12,17.9,0.77,True,8.45,10.1
FEEDER_054,Rajasthan,2024-01-04,2505.91,2379.27,5.05,16,40.9,0.81,False,8.71,6.4
FEEDER_054,Bihar,2024-01-05,2752.91,2080.51,24.43,2,15.1,0.65,True,1.02,6.6
FEEDER_054,West Bengal,2024-01-06,4535.9,3568.6,21.33,4,32.6,0.7,True,8.35,18.2
FEEDER_054,Maharashtra,2024-01-07,575.35,440.81,23.39,24,39.8,0.87,False,3.78,4.5
FEEDER_054,Madhya Pradesh,2024-01-08,2314.25,1794.44,22.46,5,15.8,0.79,False,4.56,6.1
FEEDER_054,Gujarat,2024-01-09,4542.78,3849.25,15.27,18,31.0,0.66,False,4.22,14.9
FEEDER_054,Rajasthan,2024-01-10,1803.24,1364.58,24.33,5,37.2,0.59,True,2.49,7.9
FEEDER_054,West Bengal,2024-01-11,3280.97,2626.98,19.93,30,43.4,0.84,False,2.06,6.7
FEEDER_054,Maharashtra,2024-01-12,3851.8,3300.18,14.32,19,29.4,0.45,False,4.84,11.0
FEEDER_054,Bihar,2024-01-13,2923.93,2322.16,20.58,29,16.6,0.73,True,0.66,0.2
FEEDER_054,Bihar,2024-01-14,2490.36,1708.93,31.38,29,38.4,0.46,False,7.08,8.0
FEEDER_054,Uttar Pradesh,2024-01-15,3311.61,2552.53,22.92,4,39.2,0.89,True,4.76,12.5
FEEDER_054,Bihar,2024-01-16,2919.79,1970.14,32.52,12,15.7,0.94,True,9.48,8.8
FEEDER_054,Maharashtra,2024-01-17,2259.18,1826.18,19.17,13,42.6,0.5,True,1.82,9.4
FEEDER_054,Bihar,2024-01-18,3659.63,3362.53,8.12,27,25.8,0.85,False,2.56,20.0
FEEDER_054,Maharashtra,2024-01-19,721.52,505.46,29.95,30,15.9,0.84,False,4.49,0.9
FEEDER_054,Gujarat,2024-01-20,909.17,787.36,13.4,2,16.9,0.72,True,8.64,18.5
FEEDER_054,Uttar Pradesh,2024-01-21,3149.35,2509.55,20.32,3,27.9,0.63,False,4.23,9.5
FEEDER_054,Rajasthan,2024-01-22,3127.87,2479.77,20.72,24,32.7,0.54,False,6.53,7.7
FEEDER_054,West Bengal,2024-01-23,3373.56,2836.09,15.93,10,38.9,0.73,True,4.01,9.8
FEEDER_054,Rajasthan,2024-01-24,936.84,718.66,23.29,24,18.8,0.81,False,4.93,6.4
FEEDER_054,West Bengal,2024-01-25,3689.07,2592.51,29.72,2,21.8,0.9,True,7.27,12.0
FEEDER_054,Uttar Pradesh,2024-01-26,4526.13,3148.99,30.43,28,35.9,0.8,False,7.96,15.7
FEEDER_054,Gujarat,2024-01-27,3568.21,3268.29,8.41,15,20.7,0.71,False,8.94,15.7
FEEDER_054,Rajasthan,2024-01-28,1260.62,1152.07,8.61,19,40.8,0.41,False,9.47,15.0
FEEDER_054,Maharashtra,2024-01-29,4078.95,3839.53,5.87,29,32.6,0.69,False,1.5,6.8
FEEDER_054,Rajasthan,2024-01-30,3327.88,2899.06,12.89,20,20.1,0.83,True,8.15,9.3
FEEDER_055,Bihar,2024-01-01,4651.62,3756.86,19.24,24,44.3,0.7,False,9.58,13.5
FEEDER_055,West Bengal,2024-01-02,653.93,458.97,29.81,22,42.9,0.87,False,5.69,16.0
FEEDER_055,Uttar Pradesh,2024-01-03,586.5,526.19,10.28,5,27.9,0.49,True,5.49,18.1
FEEDER_055,Gujarat,2024-01-04,3559.78,2570.56,27.79,19,26.0,0.66,True,6.52,19.6
FEEDER_055,Uttar Pradesh,2024-01-05,1503.92,1010.91,32.78,27,15.7,0.84,True,6.16,8.8
FEEDER_055,Bihar,2024-01-06,1550.17,1447.27,6.64,8,30.2,0.68,False,0.58,7.0
FEEDER_055,Madhya Pradesh,2024-01-07,3676.25,2673.97,27.26,11,20.7,0.87,True,4.84,15.5
FEEDER_055,Madhya Pradesh,2024-01-08,1622.62,1136.2,29.98,16,41.6,0.45,False,5.71,11.3
FEEDER_055,Maharashtra,2024-01-09,4418.3,2996.37,32.18,13,29.1,0.65,False,3.65,15.0
FEEDER_055,Maharashtra,2024-01-10,4096.72,3399.83,17.01,21,36.8,0.49,True,3.44,10.8
FEEDER_055,West Bengal,2024-01-11,2718.77,2002.32,26.35,27,44.9,0.92,False,6.21,2.6
FEEDER_055,Bihar,2024-01-12,4567.84,3039.28,33.46,8,44.8,0.55,False,9.19,15.9
FEEDER_055,Uttar Pradesh,2024-01-13,2247.78,1466.95,34.74,1,17.7,0.69,True,0.86,13.5
FEEDER_055,Uttar Pradesh,2024-01-14,4713.72,3681.4,21.9,26,34.8,0.79,True,7.94,0.2
FEEDER_055,Bihar,2024-01-15,1868.36,1568.95,16.03,22,44.3,0.5,False,0.83,5.8
FEEDER_055,Tamil Nadu,2024-01-16,900.87,715.98,20.52,2,40.2,0.69,False,2.26,2.6
FEEDER_055,West Bengal,2024-01-17,3919.75,3121.52,20.36,15,16.5,0.9,True,2.34,4.1
FEEDER_055,Maharashtra,2024-01-18,4222.04,3952.38,6.39,6,44.7,0.8,True,5.95,12.7
FEEDER_055,West Bengal,2024-01-19,4725.27,3960.07,16.19,7,31.5,0.42,True,0.98,15.9
FEEDER_055,Maharashtra,2024-01-20,4180.48,3812.28,8.81,23,33.5,0.49,True,3.28,1.8
FEEDER_055,West Bengal,2024-01-21,1002.55,663.23,33.85,24,34.0,0.93,True,0.98,19.5
FEEDER_055,Uttar Pradesh,2024-01-22,2545.8,2289.61,10.06,10,42.1,0.59,True,1.92,15.3
FEEDER_055,Maharashtra,2024-01-23,3321.12,3072.7,7.48,21,17.6,0.86,False,6.59,0.6
FEEDER_055,Tamil Nadu,2024-01-24,1600.51,1158.25,27.63,22,15.2,0.54,True,2.75,18.5
FEEDER_055,Bihar,2024-01-25,4586.47,3522.88,23.19,25,36.8,0.82,False,3.48,17.7
FEEDER_055,Gujarat,2024-01-26,591.17,510.58,13.63,13,16.0,0.56,False,6.3,16.5
FEEDER_055,Uttar Pradesh,2024-01-27,4210.49,3683.9,12.51,14,41.9,0.76,False,5.19,18.5
FEEDER_055,Tamil Nadu,2024-01-28,4839.44,3528.65,27.09,7,17.5,0.81,True,9.44,10.5
FEEDER_055,Tamil Nadu,2024-01-29,891.22,649.97,27.07,25,15.0,0.53,False,7.34,10.7
FEEDER_055,Tamil Nadu,2024-01-30,1209.1,1039.69,14.01,11,23.0,0.72,False,8.2,18.9
FEEDER_056,Tamil Nadu,2024-01-01,3201.78,2319.91,27.54,9,15.2,0.6,False,1.73,2.9
FEEDER_056,Rajasthan,2024-01-02,4711.72,3545.88,24.74,30,25.9,0.52,True,2.58,13.2
FEEDER_056,West Bengal,2024-01-03,1131.97,1059.64,6.39,6,39.2,0.7,True,2.04,9.2
FEEDER_056,West Bengal,2024-01-04,2137.79,1389.65,35.0,27,32.0,0.74,False,5.64,11.1
FEEDER_056,Tamil Nadu,2024-01-05,3899.37,2882.48,26.08,17,35.8,0.81,True,7.04,18.5
FEEDER_056,Rajasthan,2024-01-06,1015.97,736.5,27.51,5,41.9,0.91,False,4.44,1.8
FEEDER_056,Maharashtra,2024-01-07,4900.28,4448.63,9.22,29,28.3,0.42,True,3.98,18.9
FEEDER_056,Madhya Pradesh,2024-01-08,3487.32,3283.62,5.84,25,43.9,0.66,False,7.25,11.0
FEEDER_056,Tamil Nadu,2024-01-09,2334.62,1841.7,21.11,10,25.6,0.55,False,1.1,9.2
FEEDER_056,Tamil Nadu,2024-01-10,4867.16,4510.51,7.33,26,24.2,0.49,True,0.82,5.7
FEEDER_056,Tamil Nadu,2024-01-11,4671.03,3688.63,21.03,5,40.2,0.44,True,8.96,19.0
FEEDER_056,Tamil Nadu,2024-01-12,593.07,403.19,32.02,1,35.9,0.56,True,5.36,4.2
FEEDER_056,Uttar Pradesh,2024-01-13,761.89,506.93,33.46,26,33.3,0.68,False,4.66,5.3
FEEDER_056,Bihar,2024-01-14,4793.74,4264.73,11.04,23,18.7,0.9,True,4.57,2.9
FEEDER_056,Maharashtra,2024-01-15,1865.16,1300.67,30.26,26,20.1,0.79,True,9.9,7.5
FEEDER_056,Maharashtra,2024-01-16,3636.45,3397.66,6.57,4,22.9,0.7,False,8.41,15.8
FEEDER_056,Madhya Pradesh,2024-01-17,4132.64,3672.65,11.13,9,15.7,0.57,True,2.13,5.8
FEEDER_056,Bihar,2024-01-18,3547.41,2640.32,25.57,23,35.3,0.41,False,4.07,4.1
FEEDER_056,Bihar,2024-01-19,1388.43,1161.19,16.37,21,15.5,0.61,True,9.14,17.0
FEEDER_056,Rajasthan,2024-01-20,917.04,719.28,21.56,22,30.1,0.91,False,2.92,16.0
FEEDER_056,Tamil Nadu,2024-01-21,2964.35,2122.78,28.39,25,25.1,0.87,False,7.02,10.8
FEEDER_056,Madhya Pradesh,2024-01-22,607.24,518.75,14.57,22,32.7,0.92,True,8.36,19.2
FEEDER_056,Gujarat,2024-01-23,1539.25,1021.45,33.64,15,22.7,0.54,False,3.79,12.5
FEEDER_056,Madhya Pradesh,2024-01-24,1254.51,1035.53,17.46,9,25.5,0.69,True,7.95,9.9
FEEDER_056,Bihar,2024-01-25,1773.59,1339.19,24.49,15,31.4,0.91,True,9.67,1.1
FEEDER_056,Tamil Nadu,2024-01-26,4590.93,3401.39,25.91,17,18.6,0.57,False,7.61,1.6
FEEDER_056,Rajasthan,2024-01-27,2117.51,1594.9,24.68,9,24.8,0.41,False,9.17,10.4
FEEDER_056,Rajasthan,2024-01-28,2169.47,1712.4,21.07,3,42.5,0.63,True,3.88,15.0
FEEDER_056,West Bengal,2024-01-29,1998.89,1745.46,12.68,17,20.1,0.87,True,5.57,16.9
FEEDER_056,Gujarat,2024-01-30,770.85,606.37,21.34,23,31.6,0.82,True,1.89,8.8
FEEDER_057,Tamil Nadu,2024-01-01,2923.68,2724.85,6.8,5,22.5,0.82,False,3.17,14.3
FEEDER_057,Rajasthan,2024-01-02,3915.32,2616.73,33.17,5,31.2,0.88,False,7.88,19.1
FEEDER_057,Madhya Pradesh,2024-01-03,2708.14,2402.76,11.28,24,17.5,0.78,True,0.82,6.1
FEEDER_057,West Bengal,2024-01-04,1655.15,1383.53,16.41,3,39.0,0.53,False,0.88,2.9
FEEDER_057,Bihar,2024-01-05,3904.63,2967.78,23.99,18,39.6,0.57,False,3.71,9.8
FEEDER_057,Gujarat,2024-01-06,2238.74,1725.66,22.92,5,32.2,0.47,True,8.5,12.3
FEEDER_057,West Bengal,2024-01-07,1323.31,874.12,33.94,21,33.3,0.71,False,7.36,8.5
FEEDER_057,Rajasthan,2024-01-08,4962.38,4396.42,11.41,7,36.0,0.5,True,7.8,18.0
FEEDER_057,West Bengal,2024-01-09,2258.57,2035.24,9.89,15,27.1,0.64,False,7.24,3.5
FEEDER_057,Gujarat,2024-01-10,2355.66,1532.77,34.93,15,36.7,0.65,True,2.44,13.0
FEEDER_057,Tamil Nadu,2024-01-11,2125.22,1944.87,8.49,27,40.4,0.83,False,0.79,12.8
FEEDER_057,Madhya Pradesh,2024-01-12,2011.92,1318.79,34.45,29,18.7,0.66,False,3.22,3.5
FEEDER_057,Gujarat,2024-01-13,3350.78,3180.77,5.07,17,28.9,0.87,True,3.05,9.5
FEEDER_057,Gujarat,2024-01-14,3233.43,2722.84,15.79,16,21.4,0.89,False,9.35,2.6
FEEDER_057,Maharashtra,2024-01-15,1334.73,933.48,30.06,6,38.1,0.75,True,3.53,6.8
FEEDER_057,Madhya Pradesh,2024-01-16,4964.06,3430.47,30.89,28,31.3,0.49,False,8.02,7.0
FEEDER_057,Tamil Nadu,2024-01-17,4852.83,4148.45,14.51,8,41.3,0.54,False,4.36,0.9
FEEDER_057,Maharashtra,2024-01-18,1025.69,883.32,13.88,29,33.3,0.82,False,7.53,13.6
FEEDER_057,Uttar Pradesh,2024-01-19,1960.99,1377.88,29.74,21,38.0,0.63,False,0.7,1.4
FEEDER_057,Madhya Pradesh,2024-01-20,540.29,461.51,14.58,28,44.9,0.61,False,6.59,2.6
FEEDER_057,Tamil Nadu,2024-01-21,3087.23,2521.97,18.31,3,25.5,0.72,False,6.83,3.1
FEEDER_057,Rajasthan,2024-01-22,984.31,901.03,8.46,19,22.1,0.5,False,1.93,19.5
FEEDER_057,Gujarat,2024-01-23,4401.66,3669.92,16.62,10,35.0,0.75,False,2.71,16.3
FEEDER_057,Rajasthan,2024-01-24,2554.41,1810.01,29.14,18,23.3,0.95,False,2.5,16.3
FEEDER_057,Uttar Pradesh,2024-01-25,3977.65,2842.29,28.54,11,34.6,0.65,True,6.67,19.8
FEEDER_057,Bihar,2024-01-26,3134.45,2246.87,28.32,9,20.6,0.52,True,6.24,8.1
FEEDER_057,Bihar,2024-01-27,2447.92,2100.04,14.21,18,22.9,0.78,True,0.94,7.5
FEEDER_057,Madhya Pradesh,2024-01-28,921.27,753.13,18.25,29,26.4,0.57,True,0.55,5.3
FEEDER_057,West Bengal,2024-01-29,2927.79,2382.9,18.61,10,30.2,0.74,True,7.04,8.4
FEEDER_057,Rajasthan,2024-01-30,2056.98,1749.77,14.93,2,28.3,0.82,False,4.2,19.0
FEEDER_058,Maharashtra,2024-01-01,553.41,425.03,23.2,25,43.9,0.63,True,2.27,0.6
FEEDER_058,Maharashtra,2024-01-02,2632.79,2048.72,22.18,11,31.0,0.5,False,7.3,12.0
FEEDER_058,Bihar,2024-01-03,2387.36,1840.1,22.92,3,31.8,0.6,False,5.5,9.0
FEEDER_058,Tamil Nadu,2024-01-04,3092.63,2761.75,10.7,16,37.9,0.82,True,3.35,9.1
FEEDER_058,Maharashtra,2024-01-05,4142.4,3200.48,22.74,28,15.3,0.68,False,5.22,0.7
FEEDER_058,Madhya Pradesh,2024-01-06,1206.87,904.36,25.07,18,26.6,0.47,False,7.95,5.4
FEEDER_058,West Bengal,2024-01-07,3151.53,2632.71,16.46,20,30.0,0.85,True,5.75,4.5
FEEDER_058,Gujarat,2024-01-08,1330.03,1007.64,24.24,19,35.1,0.52,True,7.51,5.1
FEEDER_058,Tamil Nadu,2024-01-09,4927.19,3373.36,31.54,10,43.4,0.53,False,5.94,2.1
FEEDER_058,Bihar,2024-01-10,4673.8,3592.94,23.13,21,28.2,0.84,False,1.86,14.0
FEEDER_058,Gujarat,2024-01-11,3324.49,2566.73,22.79,27,40.7,0.9,False,2.01,16.3
FEEDER_058,Tamil Nadu,2024-01-12,2921.84,2722.3,6.83,9,44.8,0.54,True,1.66,18.4
FEEDER_058,Uttar Pradesh,2024-01-13,2530.15,2121.91,16.14,12,24.0,0.59,True,7.47,15.9
FEEDER_058,Rajasthan,2024-01-14,3097.81,2104.43,32.07,3,36.6,0.81,False,4.71,16.3
FEEDER_058,Tamil Nadu,2024-01-15,2278.02,2119.97,6.94,6,19.6,0.67,False,4.7,12.3
FEEDER_058,Tamil Nadu,2024-01-16,1279.06,1160.26,9.29,21,44.3,0.69,True,9.13,19.2
FEEDER_058,Uttar Pradesh,2024-01-17,3713.05,2437.05,34.37,28,33.3,0.58,True,4.64,8.8
FEEDER_058,Rajasthan,2024-01-18,1763.32,1210.63,31.34,14,43.0,0.78,False,6.83,13.6
FEEDER_058,West Bengal,2024-01-19,1775.05,1315.25,25.9,28,42.4,0.67,True,4.3,5.1
FEEDER_058,Uttar Pradesh,2024-01-20,3469.75,2438.04,29.73,3,17.8,0.54,True,9.65,15.8
FEEDER_058,Uttar Pradesh,2024-01-21,3602.39,2965.92,17.67,16,40.6,0.94,False,5.54,4.9
FEEDER_058,Madhya Pradesh,2024-01-22,1371.94,1154.32,15.86,23,40.8,0.83,True,6.44,11.5
FEEDER_058,Madhya Pradesh,2024-01-23,4319.3,3679.0,14.82,5,29.1,0.49,False,3.17,13.8
FEEDER_058,Madhya Pradesh,2024-01-24,3087.16,2824.87,8.5,1,16.6,0.64,True,5.96,9.5
FEEDER_058,Gujarat,2024-01-25,2538.74,2317.44,8.72,29,23.7,0.79,False,6.3,2.3
FEEDER_058,Bihar,2024-01-26,553.71,485.09,12.39,28,42.3,0.95,False,2.44,4.3
FEEDER_058,Uttar Pradesh,2024-01-27,984.89,897.05,8.92,6,28.8,0.49,True,3.22,16.3
FEEDER_058,Uttar Pradesh,2024-01-28,1910.26,1575.01,17.55,27,27.6,0.74,True,8.47,4.1
FEEDER_058,Maharashtra,2024-01-29,1767.18,1304.9,26.16,19,40.5,0.74,True,8.47,5.9
FEEDER_058,Maharashtra,2024-01-30,693.67,591.32,14.75,12,38.5,0.62,True,8.92,13.0
FEEDER_059,Madhya Pradesh,2024-01-01,4675.46,3482.91,25.51,11,27.6,0.51,True,7.3,6.9
FEEDER_059,Maharashtra,2024-01-02,3884.04,3450.31,11.17,16,30.9,0.87,True,2.79,2.4
FEEDER_059,Bihar,2024-01-03,2761.42,2006.9,27.32,27,15.2,0.67,False,2.32,6.5
FEEDER_059,Maharashtra,2024-01-04,2650.19,1939.32,26.82,24,36.2,0.6,True,3.79,12.5
FEEDER_059,Uttar Pradesh,2024-01-05,2196.24,1615.17,26.46,30,22.4,0.61,False,3.55,17.5
FEEDER_059,Gujarat,2024-01-06,2946.84,2640.69,10.39,21,30.0,0.46,False,8.55,19.7
FEEDER_059,Gujarat,2024-01-07,534.72,406.97,23.89,21,29.6,0.92,True,1.69,13.8
FEEDER_059,Uttar Pradesh,2024-01-08,817.05,666.4,18.44,15,15.8,0.93,False,9.47,3.6
FEEDER_059,Gujarat,2024-01-09,2527.73,2134.45,15.56,30,25.9,0.58,True,1.47,1.7
FEEDER_059,Tamil Nadu,2024-01-10,1019.03,865.17,15.1,13,35.9,0.81,False,8.51,8.9
FEEDER_059,Bihar,2024-01-11,3931.38,3498.65,11.01,23,32.4,0.85,False,6.65,8.4
FEEDER_059,Maharashtra,2024-01-12,2626.75,1994.09,24.09,24,20.8,0.93,True,7.98,2.3
FEEDER_059,Madhya Pradesh,2024-01-13,3866.65,3396.69,12.15,18,25.6,0.73,False,3.44,5.9
FEEDER_059,Gujarat,2024-01-14,3335.57,2953.43,11.46,17,17.5,0.76,False,4.92,18.3
FEEDER_059,Uttar Pradesh,2024-01-15,2725.85,2284.93,16.18,11,17.8,0.74,True,6.42,2.0
FEEDER_059,Maharashtra,2024-01-16,4091.91,2871.43,29.83,22,18.0,0.88,True,5.52,7.4
FEEDER_059,Gujarat,2024-01-17,4367.29,3519.12,19.42,13,19.0,0.43,True,7.97,1.7
FEEDER_059,Maharashtra,2024-01-18,2192.86,1973.41,10.01,30,40.0,0.41,False,9.75,18.2
FEEDER_059,Madhya Pradesh,2024-01-19,3692.23,3168.06,14.2,29,27.5,0.81,True,6.79,17.1
FEEDER_059,Maharashtra,2024-01-20,916.41,773.82,15.56,30,34.5,0.69,True,9.8,3.7
FEEDER_059,Madhya Pradesh,2024-01-21,949.07,790.53,16.7,13,16.3,0.72,True,3.71,19.4
FEEDER_059,Gujarat,2024-01-22,2566.54,2153.13,16.11,7,43.2,0.9,True,4.05,13.1
FEEDER_059,Maharashtra,2024-01-23,1821.61,1726.58,5.22,14,25.0,0.46,True,0.94,14.8
FEEDER_059,Rajasthan,2024-01-24,701.61,466.7,33.48,9,15.6,0.53,True,1.07,9.9
FEEDER_059,West Bengal,2024-01-25,3693.28,3411.64,7.63,17,24.1,0.67,False,9.93,1.9
FEEDER_059,Gujarat,2024-01-26,4499.12,3452.78,23.26,10,39.9,0.86,False,2.52,12.7
FEEDER_059,Uttar Pradesh,2024-01-27,852.96,731.93,14.19,20,30.0,0.77,False,0.86,18.2
FEEDER_059,Bihar,2024-01-28,2097.94,1467.54,30.05,19,28.8,0.89,True,4.95,2.8
FEEDER_059,Tamil Nadu,2024-01-29,3458.08,2578.28,25.44,21,30.3,0.53,True,7.39,18.1
FEEDER_059,West Bengal,2024-01-30,528.28,382.52,27.59,15,23.6,0.82,False,8.09,19.1
FEEDER_060,Madhya Pradesh,2024-01-01,3519.49,2522.02,28.34,26,43.6,0.63,True,4.6,15.1
FEEDER_060,Tamil Nadu,2024-01-02,3277.75,2550.12,22.2,17,36.0,0.95,False,9.22,10.7
FEEDER_060,Gujarat,2024-01-03,1657.55,1527.43,7.85,13,20.1,0.71,False,7.18,7.8
FEEDER_060,Madhya Pradesh,2024-01-04,1757.45,1351.78,23.08,20,26.0,0.75,True,5.97,13.7
FEEDER_060,Bihar,2024-01-05,4005.43,2735.34,31.71,1,17.0,0.8,False,1.64,4.6
FEEDER_060,Gujarat,2024-01-06,1531.22,1183.99,22.68,18,25.4,0.94,True,3.53,14.3
FEEDER_060,Madhya Pradesh,2024-01-07,3232.96,2822.21,12.71,11,17.1,0.84,True,0.99,5.0
FEEDER_060,Madhya Pradesh,2024-01-08,921.51,731.09,20.66,9,36.1,0.92,False,7.48,10.5
FEEDER_060,Madhya Pradesh,2024-01-09,2513.18,2122.13,15.56,12,38.1,0.55,False,1.13,1.6
FEEDER_060,Uttar Pradesh,2024-01-10,4608.21,3726.58,19.13,26,23.0,0.51,True,5.11,15.4
FEEDER_060,Madhya Pradesh,2024-01-11,814.94,720.97,11.53,26,19.5,0.42,False,5.51,3.6
FEEDER_060,Uttar Pradesh,2024-01-12,1313.19,1146.78,12.67,4,17.2,0.71,True,1.97,9.2
FEEDER_060,West Bengal,2024-01-13,3373.87,2456.4,27.19,5,24.4,0.74,False,1.75,4.4
FEEDER_060,Tamil Nadu,2024-01-14,4450.09,3437.79,22.75,4,20.0,0.67,False,6.73,5.8
FEEDER_060,Gujarat,2024-01-15,1884.04,1586.48,15.79,22,35.7,0.4,False,4.18,8.5
FEEDER_060,Rajasthan,2024-01-16,3342.79,2319.78,30.6,13,16.7,0.76,False,4.87,12.0
FEEDER_060,Rajasthan,2024-01-17,4336.61,3310.52,23.66,7,44.7,0.89,False,9.42,19.6
FEEDER_060,Madhya Pradesh,2024-01-18,4329.86,3505.34,19.04,11,27.2,0.66,True,7.27,6.4
FEEDER_060,Rajasthan,2024-01-19,2198.71,1874.79,14.73,9,34.2,0.4,False,1.32,0.6
FEEDER_060,West Bengal,2024-01-20,689.36,634.7,7.93,19,44.6,0.95,True,1.97,5.9
FEEDER_060,Gujarat,2024-01-21,2475.21,1731.23,30.06,24,39.6,0.62,False,6.87,12.6
FEEDER_060,Rajasthan,2024-01-22,3260.11,3047.95,6.51,21,30.8,0.45,True,2.58,2.2
FEEDER_060,Uttar Pradesh,2024-01-23,906.13,704.24,22.28,10,17.8,0.4,False,1.99,18.0
FEEDER_060,Tamil Nadu,2024-01-24,3362.49,2918.31,13.21,16,40.2,0.45,False,8.63,11.6
FEEDER_060,Bihar,2024-01-25,2500.61,1767.62,29.31,27,18.6,0.56,True,4.03,0.3
FEEDER_060,Gujarat,2024-01-26,4740.09,3194.25,32.61,19,40.0,0.9,False,2.65,2.7
FEEDER_060,Maharashtra,2024-01-27,1411.47,965.73,31.58,9,24.1,0.8,True,6.09,5.6
FEEDER_060,Tamil Nadu,2024-01-28,4676.68,3802.55,18.69,8,18.4,0.72,True,0.75,1.6
FEEDER_060,West Bengal,2024-01-29,929.31,838.45,9.78,8,39.2,0.47,True,5.66,12.3
FEEDER_060,Gujarat,2024-01-30,3097.36,2550.67,17.65,9,25.6,0.46,False,8.91,1.7
FEEDER_061,Bihar,2024-01-01,2292.01,1976.72,13.76,1,39.4,0.81,True,7.21,2.8
FEEDER_061,Uttar Pradesh,2024-01-02,4005.44,3113.28,22.27,16,26.6,0.64,True,4.73,5.8
FEEDER_061,Maharashtra,2024-01-03,1078.32,829.11,23.11,7,33.3,0.85,True,0.89,14.7
FEEDER_061,Maharashtra,2024-01-04,759.22,694.52,8.52,26,31.5,0.85,True,8.85,13.2
FEEDER_061,Maharashtra,2024-01-05,3555.0,3160.18,11.11,18,43.5,0.73,True,8.75,3.1
FEEDER_061,Bihar,2024-01-06,3986.33,3679.25,7.7,1,28.4,0.73,True,4.54,7.8
FEEDER_061,Maharashtra,2024-01-07,2181.31,1791.82,17.86,23,29.8,0.64,True,8.97,7.6
FEEDER_061,Uttar Pradesh,2024-01-08,4570.63,3851.7,15.73,4,31.0,0.53,True,5.88,8.0
FEEDER_061,Madhya Pradesh,2024-01-09,2546.12,2061.13,19.05,28,23.3,0.88,True,8.91,3.1
FEEDER_061,Gujarat,2024-01-10,4392.96,3781.52,13.92,18,34.6,0.61,False,6.9,13.0
FEEDER_061,Uttar Pradesh,2024-01-11,1636.63,1117.78,31.7,15,29.6,0.48,True,6.1,7.6
FEEDER_061,Uttar Pradesh,2024-01-12,4910.51,3996.04,18.62,10,22.5,0.44,True,8.81,14.9
FEEDER_061,Madhya Pradesh,2024-01-13,2259.6,1636.14,27.59,5,36.7,0.88,False,0.5,20.0
